time,code,price
2021-12-22 09:26:34 +0900 JST,FTHD,3162
2021-12-22 09:26:44 +0900 JST,FTHD,3170
2021-12-22 09:27:10 +0900 JST,FTHD,3159
2021-12-22 09:27:28 +0900 JST,FTHD,3150
2021-12-22 09:27:55 +0900 JST,FTHD,3142
2021-12-22 09:28:14 +0900 JST,FTHD,3147
2021-12-22 09:28:21 +0900 JST,FTHD,3135
2021-12-22 09:28:40 +0900 JST,FTHD,3122
2021-12-22 09:28:58 +0900 JST,FTHD,3137
2021-12-22 09:29:15 +0900 JST,FTHD,3131
2021-12-22 09:29:44 +0900 JST,FTHD,3140
2021-12-22 09:30:03 +0900 JST,FTHD,3126
2021-12-22 09:30:17 +0900 JST,FTHD,3136
2021-12-22 09:30:26 +0900 JST,FTHD,3123
2021-12-22 09:30:45 +0900 JST,FTHD,3118
2021-12-22 09:31:12 +0900 JST,FTHD,3106
2021-12-22 09:31:36 +0900 JST,FTHD,3098
2021-12-22 09:31:55 +0900 JST,FTHD,3106
2021-12-22 09:32:14 +0900 JST,FTHD,3095
2021-12-22 09:32:21 +0900 JST,FTHD,3100
2021-12-22 09:32:32 +0900 JST,FTHD,3090
2021-12-22 09:32:55 +0900 JST,FTHD,3101
2021-12-22 09:33:01 +0900 JST,FTHD,3103
2021-12-22 09:33:23 +0900 JST,FTHD,3092
2021-12-22 09:33:44 +0900 JST,FTHD,3092
2021-12-22 09:34:07 +0900 JST,FTHD,3098
2021-12-22 09:34:33 +0900 JST,FTHD,3100
2021-12-22 09:34:52 +0900 JST,FTHD,3086
2021-12-22 09:35:01 +0900 JST,FTHD,3095
2021-12-22 09:35:10 +0900 JST,FTHD,3100
2021-12-22 09:35:18 +0900 JST,FTHD,3086
2021-12-22 09:35:43 +0900 JST,FTHD,3094
2021-12-22 09:36:04 +0900 JST,FTHD,3090
2021-12-22 09:36:28 +0900 JST,FTHD,3095
2021-12-22 09:36:43 +0900 JST,FTHD,3082
2021-12-22 09:36:43 +0900 JST,FTHD,3067
2021-12-22 09:36:49 +0900 JST,FTHD,3075
2021-12-22 09:37:04 +0900 JST,FTHD,3084
2021-12-22 09:37:22 +0900 JST,FTHD,3088
2021-12-22 09:37:50 +0900 JST,FTHD,3099
2021-12-22 09:37:53 +0900 JST,FTHD,3091
2021-12-22 09:38:14 +0900 JST,FTHD,3079
2021-12-22 09:38:15 +0900 JST,FTHD,3094
2021-12-22 09:38:23 +0900 JST,FTHD,3099
2021-12-22 09:38:26 +0900 JST,FTHD,3096
2021-12-22 09:38:54 +0900 JST,FTHD,3110
2021-12-22 09:39:21 +0900 JST,FTHD,3103
2021-12-22 09:39:24 +0900 JST,FTHD,3112
2021-12-22 09:39:39 +0900 JST,FTHD,3110
2021-12-22 09:40:01 +0900 JST,FTHD,3119
2021-12-22 09:40:20 +0900 JST,FTHD,3110
2021-12-22 09:40:39 +0900 JST,FTHD,3117
2021-12-22 09:40:43 +0900 JST,FTHD,3125
2021-12-22 09:40:53 +0900 JST,FTHD,3114
2021-12-22 09:41:20 +0900 JST,FTHD,3115
2021-12-22 09:41:22 +0900 JST,FTHD,3100
2021-12-22 09:41:51 +0900 JST,FTHD,3093
2021-12-22 09:42:18 +0900 JST,FTHD,3088
2021-12-22 09:42:31 +0900 JST,FTHD,3085
2021-12-22 09:42:44 +0900 JST,FTHD,3096
2021-12-22 09:43:08 +0900 JST,FTHD,3084
2021-12-22 09:43:25 +0900 JST,FTHD,3096
2021-12-22 09:43:25 +0900 JST,FTHD,3090
2021-12-22 09:43:48 +0900 JST,FTHD,3091
2021-12-22 09:44:17 +0900 JST,FTHD,3101
2021-12-22 09:44:43 +0900 JST,FTHD,3116
2021-12-22 09:44:54 +0900 JST,FTHD,3116
2021-12-22 09:45:11 +0900 JST,FTHD,3127
2021-12-22 09:45:13 +0900 JST,FTHD,3116
2021-12-22 09:45:17 +0900 JST,FTHD,3106
2021-12-22 09:45:24 +0900 JST,FTHD,3113
2021-12-22 09:45:32 +0900 JST,FTHD,3116
2021-12-22 09:45:53 +0900 JST,FTHD,3107
2021-12-22 09:46:04 +0900 JST,FTHD,3097
2021-12-22 09:46:31 +0900 JST,FTHD,3104
2021-12-22 09:46:53 +0900 JST,FTHD,3091
2021-12-22 09:47:01 +0900 JST,FTHD,3100
2021-12-22 09:47:16 +0900 JST,FTHD,3095
2021-12-22 09:47:27 +0900 JST,FTHD,3080
2021-12-22 09:47:45 +0900 JST,FTHD,3074
2021-12-22 09:47:53 +0900 JST,FTHD,3070
2021-12-22 09:48:10 +0900 JST,FTHD,3074
2021-12-22 09:48:20 +0900 JST,FTHD,3067
2021-12-22 09:48:41 +0900 JST,FTHD,3082
2021-12-22 09:48:48 +0900 JST,FTHD,3083
2021-12-22 09:48:59 +0900 JST,FTHD,3075
2021-12-22 09:49:17 +0900 JST,FTHD,3086
2021-12-22 09:49:21 +0900 JST,FTHD,3098
2021-12-22 09:49:37 +0900 JST,FTHD,3097
2021-12-22 09:50:04 +0900 JST,FTHD,3107
2021-12-22 09:50:05 +0900 JST,FTHD,3105
2021-12-22 09:50:25 +0900 JST,FTHD,3100
2021-12-22 09:50:45 +0900 JST,FTHD,3098
2021-12-22 09:50:46 +0900 JST,FTHD,3110
2021-12-22 09:51:15 +0900 JST,FTHD,3100
2021-12-22 09:51:27 +0900 JST,FTHD,3091
2021-12-22 09:51:55 +0900 JST,FTHD,3081
2021-12-22 09:52:06 +0900 JST,FTHD,3090
2021-12-22 09:52:26 +0900 JST,FTHD,3090
2021-12-22 09:52:41 +0900 JST,FTHD,3077
2021-12-22 09:53:05 +0900 JST,FTHD,3085
2021-12-22 09:53:18 +0900 JST,FTHD,3088
2021-12-22 09:53:33 +0900 JST,FTHD,3100
2021-12-22 09:53:49 +0900 JST,FTHD,3112
2021-12-22 09:54:13 +0900 JST,FTHD,3126
2021-12-22 09:54:38 +0900 JST,FTHD,3115
2021-12-22 09:54:39 +0900 JST,FTHD,3116
2021-12-22 09:54:57 +0900 JST,FTHD,3119
2021-12-22 09:55:21 +0900 JST,FTHD,3104
2021-12-22 09:55:40 +0900 JST,FTHD,3109
2021-12-22 09:55:41 +0900 JST,FTHD,3117
2021-12-22 09:56:03 +0900 JST,FTHD,3108
2021-12-22 09:56:03 +0900 JST,FTHD,3121
2021-12-22 09:56:07 +0900 JST,FTHD,3129
2021-12-22 09:56:12 +0900 JST,FTHD,3121
2021-12-22 09:56:27 +0900 JST,FTHD,3113
2021-12-22 09:56:46 +0900 JST,FTHD,3120
2021-12-22 09:56:58 +0900 JST,FTHD,3133
2021-12-22 09:57:17 +0900 JST,FTHD,3120
2021-12-22 09:57:42 +0900 JST,FTHD,3133
2021-12-22 09:57:54 +0900 JST,FTHD,3124
2021-12-22 09:58:05 +0900 JST,FTHD,3112
2021-12-22 09:58:07 +0900 JST,FTHD,3107
2021-12-22 09:58:08 +0900 JST,FTHD,3110
2021-12-22 09:58:28 +0900 JST,FTHD,3121
2021-12-22 09:58:36 +0900 JST,FTHD,3117
2021-12-22 09:58:55 +0900 JST,FTHD,3116
2021-12-22 09:59:18 +0900 JST,FTHD,3129
2021-12-22 09:59:25 +0900 JST,FTHD,3131
2021-12-22 09:59:29 +0900 JST,FTHD,3132
2021-12-22 09:59:31 +0900 JST,FTHD,3137
2021-12-22 09:59:32 +0900 JST,FTHD,3133
2021-12-22 09:59:56 +0900 JST,FTHD,3129
2021-12-22 10:00:19 +0900 JST,FTHD,3122
2021-12-22 10:00:26 +0900 JST,FTHD,3119
2021-12-22 10:00:28 +0900 JST,FTHD,3132
2021-12-22 10:00:47 +0900 JST,FTHD,3145
2021-12-22 10:01:05 +0900 JST,FTHD,3158
2021-12-22 10:01:23 +0900 JST,FTHD,3173
2021-12-22 10:01:45 +0900 JST,FTHD,3171
2021-12-22 10:01:47 +0900 JST,FTHD,3177
2021-12-22 10:01:59 +0900 JST,FTHD,3177
2021-12-22 10:02:13 +0900 JST,FTHD,3168
2021-12-22 10:02:30 +0900 JST,FTHD,3155
2021-12-22 10:02:41 +0900 JST,FTHD,3157
2021-12-22 10:03:06 +0900 JST,FTHD,3163
2021-12-22 10:03:30 +0900 JST,FTHD,3163
2021-12-22 10:03:56 +0900 JST,FTHD,3164
2021-12-22 10:04:01 +0900 JST,FTHD,3164
2021-12-22 10:04:26 +0900 JST,FTHD,3161
2021-12-22 10:04:51 +0900 JST,FTHD,3161
2021-12-22 10:05:16 +0900 JST,FTHD,3168
2021-12-22 10:05:45 +0900 JST,FTHD,3166
2021-12-22 10:06:05 +0900 JST,FTHD,3168
2021-12-22 10:06:29 +0900 JST,FTHD,3153
2021-12-22 10:06:29 +0900 JST,FTHD,3147
2021-12-22 10:06:40 +0900 JST,FTHD,3132
2021-12-22 10:06:43 +0900 JST,FTHD,3120
2021-12-22 10:06:45 +0900 JST,FTHD,3114
2021-12-22 10:07:07 +0900 JST,FTHD,3106
2021-12-22 10:07:15 +0900 JST,FTHD,3110
2021-12-22 10:07:30 +0900 JST,FTHD,3099
2021-12-22 10:07:38 +0900 JST,FTHD,3086
2021-12-22 10:07:59 +0900 JST,FTHD,3077
2021-12-22 10:08:12 +0900 JST,FTHD,3063
2021-12-22 10:08:35 +0900 JST,FTHD,3059
2021-12-22 10:08:58 +0900 JST,FTHD,3055
2021-12-22 10:09:09 +0900 JST,FTHD,3049
2021-12-22 10:09:36 +0900 JST,FTHD,3036
2021-12-22 10:09:45 +0900 JST,FTHD,3049
2021-12-22 10:09:45 +0900 JST,FTHD,3063
2021-12-22 10:09:55 +0900 JST,FTHD,3068
2021-12-22 10:09:59 +0900 JST,FTHD,3061
2021-12-22 10:10:26 +0900 JST,FTHD,3072
2021-12-22 10:10:46 +0900 JST,FTHD,3084
2021-12-22 10:11:01 +0900 JST,FTHD,3079
2021-12-22 10:11:19 +0900 JST,FTHD,3068
2021-12-22 10:11:27 +0900 JST,FTHD,3073
2021-12-22 10:11:30 +0900 JST,FTHD,3075
2021-12-22 10:11:32 +0900 JST,FTHD,3079
2021-12-22 10:11:35 +0900 JST,FTHD,3079
2021-12-22 10:11:38 +0900 JST,FTHD,3075
2021-12-22 10:11:42 +0900 JST,FTHD,3075
2021-12-22 10:11:59 +0900 JST,FTHD,3067
2021-12-22 10:12:27 +0900 JST,FTHD,3062
2021-12-22 10:12:34 +0900 JST,FTHD,3054
2021-12-22 10:12:41 +0900 JST,FTHD,3039
2021-12-22 10:12:56 +0900 JST,FTHD,3032
2021-12-22 10:12:56 +0900 JST,FTHD,3020
2021-12-22 10:13:22 +0900 JST,FTHD,3024
2021-12-22 10:13:24 +0900 JST,FTHD,3032
2021-12-22 10:13:38 +0900 JST,FTHD,3021
2021-12-22 10:13:59 +0900 JST,FTHD,3006
2021-12-22 10:14:01 +0900 JST,FTHD,3012
2021-12-22 10:14:05 +0900 JST,FTHD,3010
2021-12-22 10:14:13 +0900 JST,FTHD,3004
2021-12-22 10:14:40 +0900 JST,FTHD,3000
2021-12-22 10:14:43 +0900 JST,FTHD,2998
2021-12-22 10:14:43 +0900 JST,FTHD,2997
2021-12-22 10:14:48 +0900 JST,FTHD,2989
2021-12-22 10:14:49 +0900 JST,FTHD,2992
2021-12-22 10:14:59 +0900 JST,FTHD,2994
2021-12-22 10:15:06 +0900 JST,FTHD,2986
2021-12-22 10:15:30 +0900 JST,FTHD,2982
2021-12-22 10:15:48 +0900 JST,FTHD,2984
2021-12-22 10:16:06 +0900 JST,FTHD,2999
2021-12-22 10:16:27 +0900 JST,FTHD,3002
2021-12-22 10:16:54 +0900 JST,FTHD,2997
2021-12-22 10:17:10 +0900 JST,FTHD,2989
2021-12-22 10:17:35 +0900 JST,FTHD,2998
2021-12-22 10:17:56 +0900 JST,FTHD,3011
2021-12-22 10:18:10 +0900 JST,FTHD,3006
2021-12-22 10:18:15 +0900 JST,FTHD,3000
2021-12-22 10:18:16 +0900 JST,FTHD,2985
2021-12-22 10:18:22 +0900 JST,FTHD,2984
2021-12-22 10:18:46 +0900 JST,FTHD,2970
2021-12-22 10:18:55 +0900 JST,FTHD,2983
2021-12-22 10:19:20 +0900 JST,FTHD,2994
2021-12-22 10:19:36 +0900 JST,FTHD,2998
2021-12-22 10:19:37 +0900 JST,FTHD,2984
2021-12-22 10:19:53 +0900 JST,FTHD,2977
2021-12-22 10:19:57 +0900 JST,FTHD,2987
2021-12-22 10:20:04 +0900 JST,FTHD,2998
2021-12-22 10:20:13 +0900 JST,FTHD,3005
2021-12-22 10:20:33 +0900 JST,FTHD,3013
2021-12-22 10:20:57 +0900 JST,FTHD,3005
2021-12-22 10:21:19 +0900 JST,FTHD,3001
2021-12-22 10:21:39 +0900 JST,FTHD,3009
2021-12-22 10:21:44 +0900 JST,FTHD,2995
2021-12-22 10:21:53 +0900 JST,FTHD,2984
2021-12-22 10:22:01 +0900 JST,FTHD,2982
2021-12-22 10:22:13 +0900 JST,FTHD,2991
2021-12-22 10:22:36 +0900 JST,FTHD,2990
2021-12-22 10:22:59 +0900 JST,FTHD,2986
2021-12-22 10:23:24 +0900 JST,FTHD,2979
2021-12-22 10:23:52 +0900 JST,FTHD,2966
2021-12-22 10:24:03 +0900 JST,FTHD,2972
2021-12-22 10:24:15 +0900 JST,FTHD,2983
2021-12-22 10:24:38 +0900 JST,FTHD,2973
2021-12-22 10:24:48 +0900 JST,FTHD,2987
2021-12-22 10:24:54 +0900 JST,FTHD,2973
2021-12-22 10:25:10 +0900 JST,FTHD,2976
2021-12-22 10:25:37 +0900 JST,FTHD,2965
2021-12-22 10:25:40 +0900 JST,FTHD,2970
2021-12-22 10:25:55 +0900 JST,FTHD,2980
2021-12-22 10:25:59 +0900 JST,FTHD,2965
2021-12-22 10:26:02 +0900 JST,FTHD,2978
2021-12-22 10:26:15 +0900 JST,FTHD,2987
2021-12-22 10:26:15 +0900 JST,FTHD,2986
2021-12-22 10:26:36 +0900 JST,FTHD,2988
2021-12-22 10:27:04 +0900 JST,FTHD,2977
2021-12-22 10:27:07 +0900 JST,FTHD,2985
2021-12-22 10:27:09 +0900 JST,FTHD,2981
2021-12-22 10:27:34 +0900 JST,FTHD,2992
2021-12-22 10:27:45 +0900 JST,FTHD,3006
2021-12-22 10:27:52 +0900 JST,FTHD,3018
2021-12-22 10:28:06 +0900 JST,FTHD,3017
2021-12-22 10:28:22 +0900 JST,FTHD,3019
2021-12-22 10:28:28 +0900 JST,FTHD,3019
2021-12-22 10:28:46 +0900 JST,FTHD,3033
2021-12-22 10:28:56 +0900 JST,FTHD,3036
2021-12-22 10:29:20 +0900 JST,FTHD,3032
2021-12-22 10:29:36 +0900 JST,FTHD,3028
2021-12-22 10:29:43 +0900 JST,FTHD,3035
2021-12-22 10:30:04 +0900 JST,FTHD,3025
2021-12-22 10:30:10 +0900 JST,FTHD,3026
2021-12-22 10:30:29 +0900 JST,FTHD,3033
2021-12-22 10:30:56 +0900 JST,FTHD,3037
2021-12-22 10:31:25 +0900 JST,FTHD,3039
2021-12-22 10:31:31 +0900 JST,FTHD,3047
2021-12-22 10:31:47 +0900 JST,FTHD,3051
2021-12-22 10:31:51 +0900 JST,FTHD,3065
2021-12-22 10:31:54 +0900 JST,FTHD,3066
2021-12-22 10:32:03 +0900 JST,FTHD,3071
2021-12-22 10:32:14 +0900 JST,FTHD,3062
2021-12-22 10:32:15 +0900 JST,FTHD,3058
2021-12-22 10:32:30 +0900 JST,FTHD,3061
2021-12-22 10:32:55 +0900 JST,FTHD,3047
2021-12-22 10:33:02 +0900 JST,FTHD,3047
2021-12-22 10:33:11 +0900 JST,FTHD,3056
2021-12-22 10:33:39 +0900 JST,FTHD,3048
2021-12-22 10:33:55 +0900 JST,FTHD,3044
2021-12-22 10:34:09 +0900 JST,FTHD,3053
2021-12-22 10:34:31 +0900 JST,FTHD,3045
2021-12-22 10:34:34 +0900 JST,FTHD,3040
2021-12-22 10:34:54 +0900 JST,FTHD,3034
2021-12-22 10:35:19 +0900 JST,FTHD,3046
2021-12-22 10:35:47 +0900 JST,FTHD,3032
2021-12-22 10:36:02 +0900 JST,FTHD,3020
2021-12-22 10:36:02 +0900 JST,FTHD,3007
2021-12-22 10:36:13 +0900 JST,FTHD,3002
2021-12-22 10:36:38 +0900 JST,FTHD,2990
2021-12-22 10:36:54 +0900 JST,FTHD,2991
2021-12-22 10:37:16 +0900 JST,FTHD,3002
2021-12-22 10:37:25 +0900 JST,FTHD,3014
2021-12-22 10:37:27 +0900 JST,FTHD,3003
2021-12-22 10:37:36 +0900 JST,FTHD,3016
2021-12-22 10:37:56 +0900 JST,FTHD,3029
2021-12-22 10:37:56 +0900 JST,FTHD,3043
2021-12-22 10:38:05 +0900 JST,FTHD,3043
2021-12-22 10:38:15 +0900 JST,FTHD,3056
2021-12-22 10:38:28 +0900 JST,FTHD,3047
2021-12-22 10:38:53 +0900 JST,FTHD,3057
2021-12-22 10:39:15 +0900 JST,FTHD,3045
2021-12-22 10:39:27 +0900 JST,FTHD,3044
2021-12-22 10:39:54 +0900 JST,FTHD,3031
2021-12-22 10:40:20 +0900 JST,FTHD,3028
2021-12-22 10:40:44 +0900 JST,FTHD,3013
2021-12-22 10:41:07 +0900 JST,FTHD,3025
2021-12-22 10:41:07 +0900 JST,FTHD,3013
2021-12-22 10:41:33 +0900 JST,FTHD,3010
2021-12-22 10:41:58 +0900 JST,FTHD,3023
2021-12-22 10:42:20 +0900 JST,FTHD,3022
2021-12-22 10:42:26 +0900 JST,FTHD,3021
2021-12-22 10:42:49 +0900 JST,FTHD,3007
2021-12-22 10:42:57 +0900 JST,FTHD,2998
2021-12-22 10:43:11 +0900 JST,FTHD,3000
2021-12-22 10:43:35 +0900 JST,FTHD,3009
2021-12-22 10:43:40 +0900 JST,FTHD,2998
2021-12-22 10:43:41 +0900 JST,FTHD,3013
2021-12-22 10:44:10 +0900 JST,FTHD,3018
2021-12-22 10:44:32 +0900 JST,FTHD,3025
2021-12-22 10:44:34 +0900 JST,FTHD,3015
2021-12-22 10:44:52 +0900 JST,FTHD,3021
2021-12-22 10:44:58 +0900 JST,FTHD,3023
2021-12-22 10:45:14 +0900 JST,FTHD,3011
2021-12-22 10:45:26 +0900 JST,FTHD,2996
2021-12-22 10:45:43 +0900 JST,FTHD,2990
2021-12-22 10:45:58 +0900 JST,FTHD,3001
2021-12-22 10:46:07 +0900 JST,FTHD,3002
2021-12-22 10:46:35 +0900 JST,FTHD,2997
2021-12-22 10:46:55 +0900 JST,FTHD,3009
2021-12-22 10:47:00 +0900 JST,FTHD,3010
2021-12-22 10:47:11 +0900 JST,FTHD,3013
2021-12-22 10:47:11 +0900 JST,FTHD,2998
2021-12-22 10:47:29 +0900 JST,FTHD,2998
2021-12-22 10:47:47 +0900 JST,FTHD,2984
2021-12-22 10:48:01 +0900 JST,FTHD,2980
2021-12-22 10:48:27 +0900 JST,FTHD,2970
2021-12-22 10:48:42 +0900 JST,FTHD,2976
2021-12-22 10:48:58 +0900 JST,FTHD,2987
2021-12-22 10:49:22 +0900 JST,FTHD,2978
2021-12-22 10:49:29 +0900 JST,FTHD,2964
2021-12-22 10:49:44 +0900 JST,FTHD,2969
2021-12-22 10:49:51 +0900 JST,FTHD,2962
2021-12-22 10:49:57 +0900 JST,FTHD,2959
2021-12-22 10:50:00 +0900 JST,FTHD,2949
2021-12-22 10:50:07 +0900 JST,FTHD,2952
2021-12-22 10:50:24 +0900 JST,FTHD,2942
2021-12-22 10:50:27 +0900 JST,FTHD,2930
2021-12-22 10:50:36 +0900 JST,FTHD,2916
2021-12-22 10:51:00 +0900 JST,FTHD,2905
2021-12-22 10:51:05 +0900 JST,FTHD,2910
2021-12-22 10:51:15 +0900 JST,FTHD,2895
2021-12-22 10:51:23 +0900 JST,FTHD,2894
2021-12-22 10:51:47 +0900 JST,FTHD,2906
2021-12-22 10:52:15 +0900 JST,FTHD,2904
2021-12-22 10:52:38 +0900 JST,FTHD,2901
2021-12-22 10:53:07 +0900 JST,FTHD,2915
2021-12-22 10:53:35 +0900 JST,FTHD,2908
2021-12-22 10:53:56 +0900 JST,FTHD,2909
2021-12-22 10:54:14 +0900 JST,FTHD,2912
2021-12-22 10:54:14 +0900 JST,FTHD,2897
2021-12-22 10:54:37 +0900 JST,FTHD,2889
2021-12-22 10:54:53 +0900 JST,FTHD,2874
2021-12-22 10:55:14 +0900 JST,FTHD,2874
2021-12-22 10:55:14 +0900 JST,FTHD,2870
2021-12-22 10:55:33 +0900 JST,FTHD,2866
2021-12-22 10:55:52 +0900 JST,FTHD,2871
2021-12-22 10:55:56 +0900 JST,FTHD,2865
2021-12-22 10:56:08 +0900 JST,FTHD,2877
2021-12-22 10:56:26 +0900 JST,FTHD,2892
2021-12-22 10:56:53 +0900 JST,FTHD,2884
2021-12-22 10:57:22 +0900 JST,FTHD,2874
2021-12-22 10:57:33 +0900 JST,FTHD,2878
2021-12-22 10:58:01 +0900 JST,FTHD,2893
2021-12-22 10:58:16 +0900 JST,FTHD,2903
2021-12-22 10:58:33 +0900 JST,FTHD,2912
2021-12-22 10:58:58 +0900 JST,FTHD,2902
2021-12-22 10:59:16 +0900 JST,FTHD,2909
2021-12-22 10:59:33 +0900 JST,FTHD,2912
2021-12-22 10:59:48 +0900 JST,FTHD,2924
2021-12-22 11:00:07 +0900 JST,FTHD,2928
2021-12-22 11:00:18 +0900 JST,FTHD,2923
2021-12-22 11:00:34 +0900 JST,FTHD,2920
2021-12-22 11:00:40 +0900 JST,FTHD,2915
2021-12-22 11:00:41 +0900 JST,FTHD,2904
